post_shortcode,commenter_username,comment_text,comment_likes
post_shortcode,commenter_username,comment_text,comment_likes
DIcRig7Mrwl,<Profile clobosquin (594267203)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile hotshotbst (10369002534)>,Just like he’s fumbled everything else,1
DIcRig7Mrwl,<Profile caroleraybarkley (72104322433)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile marc9430_ (853187655)>,He did it on purpose,1
DIcRig7Mrwl,<Profile ayannel_1 (339812328)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile dc710co (328960122)>,"Fumble economies, trophies what's the difference",1
DIcRig7Mrwl,<Profile artofwanderingimages (1902800546)>,Sums up the regime,1
DIcRig7Mrwl,<Profile eckelsman (52263377821)>,If people would open their eyes they could/would see the damn trophy fell apart!!!!,1
DIcRig7Mrwl,<Profile al_p9i (55754066377)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile tangoslow (424843980)>,That’s not all he fumbles,1
DIcRig7Mrwl,<Profile mylifeasj0se (203539136)>,@vp RESIGN!,1
DIcRig7Mrwl,<Profile annieseroyer (381580)>,"In the words of Joey Tribbiani, “You can’t do ANYTHING!!”",1
DIcRig7Mrwl,<Profile brickplate (234380201)>,(sadtrumpet.wav) :face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile itsyagurl222 (316459590)>,He's a doofus.,0
DIcRig7Mrwl,<Profile maryld_212 (22020650229)>,Can't wait for the memes,1
DIcRig7Mrwl,<Profile daiquirishack (272945626)>,The good lord has a sense of humor:rolling_on_the_floor_laughing:,1
DIcRig7Mrwl,<Profile toledo_solemio (5992190550)>,So clumpsy.,1
DIcRig7Mrwl,<Profile tammypowersaz (54476319)>,Great that we have Dumb & Dumber in office.,0
DIcRig7Mrwl,<Profile stefw51 (47911541712)>,Ha! Good! Hook 'em! :sign_of_the_horns:,1
DIcRig7Mrwl,<Profile brandon.wenerd (318671601)>,fumblerooski!,1
DIcRig7Mrwl,<Profile diego_jc_torres (26902336513)>,Living breathing Comedy Show on two legs,1
DIcRig7Mrwl,<Profile veragilbert7 (10846495469)>,Dang can’t trust him touching anything,1
DIcRig7Mrwl,<Profile th.ag.diallo (2980802219)>,La Chine fait peur :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile anitamaria1226 (1107926382)>,Idk why they were there anyway,1
DIcRig7Mrwl,<Profile mehrgan3191 (2941235904)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile emorocksnyc1974 (8058156)>,What a goddam loser,0
DIcRig7Mrwl,<Profile kenolau (362341224)>,Total embarrassment all around.,1
DIcRig7Mrwl,<Profile realbonesyjonesy (6607489706)>,:face_with_peeking_eye:,1
DIcRig7Mrwl,<Profile pedwei (6055393681)>,Natural looser..not a champ,0
DIcRig7Mrwl,<Profile damiannjennifer (9755280)>,Hi really didn’t fumble it. It looks like it was t secured from where the base meets the top,1
DIcRig7Mrwl,<Profile kjma (2709014)>,:face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile cornbread25 (44166297)>,:man_facepalming_medium-dark_skin_tone:,1
DIcRig7Mrwl,<Profile dakota_and_ziggy (15947900056)>,Tool,1
DIcRig7Mrwl,<Profile katie.usatenko (9550889243)>,After dropping the economy that’s truly not a big deal :face_with_hand_over_mouth: he and the whole Trump’s team are just good at dropping things :woman_shrugging:,1
DIcRig7Mrwl,<Profile johnzthethird (14535040)>,Same way he handles the country,1
DIcRig7Mrwl,<Profile geoffreypreudhomme (330659779)>,"Stop drinking, JD! #KamalaWasRight #Kamala2028",1
DIcRig7Mrwl,<Profile realranamanzi (21370592)>,Derp,1
DIcRig7Mrwl,<Profile draculaura.0 (6082004477)>,Is there anything they can’t fck up!!?????,0
DIcRig7Mrwl,<Profile joeworden01 (4761555965)>,LMAO! FJDV!,1
DIcRig7Mrwl,<Profile sassyscribe (40694540)>,Karma for them showing up:face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile georgewooten3 (1452441618)>,:face_with_spiral_eyes::weary_face::rolling_on_the_floor_laughing:,1
DIcRig7Mrwl,<Profile lisakara1965 (35604031958)>,Just like he fumbled being a VP,1
DIcRig7Mrwl,<Profile keatonbrigner (46494062321)>,It comes in two pieces he didn't break anything,1
DIcRig7Mrwl,<Profile nicol3.l (15379571)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile fiorefiore3 (4386209549)>,:clown_face::clown_face:,2
DIcRig7Mrwl,<Profile kenolau (362341224)>,Got around black folks and was shaking thinking DEI,1
DIcRig7Mrwl,<Profile gail.a.scott (11426561772)>,"He BROKE it, didn’t he? Just like he breaks EVERYTHING!",1
DIcRig7Mrwl,<Profile skinrx (1297066164)>,Butter fingers !,1
DIcRig7Mrwl,<Profile outlawybk (18697982)>,The jokes write themselves…,2
DIcRig7Mrwl,<Profile kennedycottrell (10792542)>,Lmfaoooo,5
DIcRig7Mrwl,<Profile jaye.j.z (1572999509)>,:woman_facepalming::woman_facepalming::woman_facepalming::clown_face:,2
DIcRig7Mrwl,<Profile __sourdestroyer420 (395517080)>,Icónic :grinning_squinting_face:,2
DIcRig7Mrwl,<Profile ambutters (272530224)>,I mean let’s be honest. Did they use gorilla glue to hold the trophy together?,1
DIcRig7Mrwl,<Profile carlos_rios_studio (4721811)>,Of course she did.,1
DIcRig7Mrwl,<Profile thee_most_honest.1920 (18142780998)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile 5awt528351 (27006893096)>,Clown show!,0
DIcRig7Mrwl,<Profile 4willdriving (229526055)>,This is a great time for stand up comedians,1
DIcRig7Mrwl,<Profile littleheartshaper2025 (72145209623)>,"If Mida's touch can turn things into gold,Jd's touch can turn things into destruction. :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",1
DIcRig7Mrwl,<Profile mariannmcdade (262919637)>,How appropriate!,1
DIcRig7Mrwl,<Profile ctbuckeye (18661214)>,He Vancing hard. Come on.,1
DIcRig7Mrwl,<Profile slapyaselfmedia (72616795760)>,Joe Dementia Biden would’ve pooped his pants and asked for ice cream while falling. Democrats voted for a senile restard :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DIcRig7Mrwl,<Profile ellenp4859 (65609758415)>,Omg what a F up he is your a disgrace,0
DIcRig7Mrwl,<Profile hpymeal2018 (7052463799)>,:woman_facepalming_light_skin_tone:. Story of his coordination,1
DIcRig7Mrwl,<Profile lynnspowell (344912878)>,"It fell apart, he didn’t drop it.",1
DIcRig7Mrwl,<Profile ivanlin214 (1958679618)>,Peasant is doing what peasant does,3
DIcRig7Mrwl,<Profile benji_september0.9 (38664699)>,“Just Dumb Vance”,0
DIcRig7Mrwl,<Profile schradenator (397338445)>,:face_with_tears_of_joy: damn that sucks but the trophy is ok it's only an overpaid Ohio State team anyway...,1
DIcRig7Mrwl,<Profile suzyt894 (322635658)>,"Welp, they walked into a clown show, so there’s that :face_with_monocle:",0
DIcRig7Mrwl,<Profile allyouneedtoknow_2 (35742378)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile andreigvozdikovsky (51533911550)>,Buffoon,1
DIcRig7Mrwl,<Profile mark_picslongisland (5694782033)>,I mean either it broke or he didn’t know it was two pieces. What’s nothing of a story.,1
DIcRig7Mrwl,<Profile steve4009 (3017860837)>,What a dwipstit,1
DIcRig7Mrwl,<Profile awan_besar72 (11446158893)>,:clown_face: he’s just a glorified talker no substance,1
DIcRig7Mrwl,<Profile taekenyun (523469426)>,Are we great yet?,1
DIcRig7Mrwl,<Profile iitsbriit (1467863477)>,:face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile jillininthecarolinas (2242841587)>,"When he was going to school there, he probably never met or got near a football player.  He was so nervous to be in their presence he made a :clown_face: of himself.",1
DIcRig7Mrwl,<Profile lucaswillams92 (73805844824)>,Bunch of idiots on the comment section. That’s a simple mistake. I think the trophy is more beautiful with the all gold designs. That’s how a good trophy should look like . Nice one JD you are so creative. I recognize your creativity.,1
DIcRig7Mrwl,<Profile jm_fangio_ (2299484360)>,What a maroon,1
DIcRig7Mrwl,<Profile laughsforliberty (72927843797)>,lol :clown_face:,1
DIcRig7Mrwl,<Profile the_real_justlivejen1 (51601260271)>,:clown_face:,1
DIcRig7Mrwl,<Profile mallefuguet (1557896607)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: the stupid boy of the elementary,0
DIcRig7Mrwl,<Profile combsginny (1475791914)>,:face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile donald49er_for_life_04 (503381345)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile ughhwutt (12944579)>,It's his wet brain acting up from his mom drinking and using when she was pregnant with him.,1
DIcRig7Mrwl,<Profile mr.strong.ukraine (8301947369)>,:face_with_tears_of_joy::face_with_tears_of_joy:,2
DIcRig7Mrwl,<Profile number5soul (1371139575)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::clown_face:,1
DIcRig7Mrwl,<Profile steph37gbay (1621123086)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile gmilesman (43029697)>,The whole administration is embarrassing,1
DIcRig7Mrwl,<Profile raynchantell (535376883)>,USA Today=:clown_face::clown_face::clown_face:,1
